"","country","year","infant_mortality","life_expectancy","fertility","population","gdp","maternal_mortality","health_spending","gini"
"28469","Barbados",1909,252,32.12,5.02,NA,NA,NA,NA,NA
"28470","Belarus",1909,NA,41.7,5.7,NA,NA,NA,NA,NA
"28471","Belgium",1909,138,50.7,3.36,NA,NA,584.1,NA,NA
"28472","Belize",1909,NA,26.5,6.66,NA,NA,NA,NA,NA
"28473","Benin",1909,NA,31,5.65,NA,NA,NA,NA,NA
"28474","Bermuda",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28475","Bhutan",1909,NA,28.8,6.67,NA,NA,NA,NA,NA
"28476","Bolivia",1909,NA,33,6.48,NA,NA,NA,NA,NA
"28477","Bosnia and Herzegovina",1909,NA,35.1,5.2,NA,NA,NA,NA,NA
"28478","Botswana",1909,NA,33.6,6.5,NA,NA,NA,NA,NA
"28479","Brazil",1909,NA,31.98,5.88,NA,NA,NA,NA,NA
"28480","British Virgin Islands",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28481","Brunei",1909,NA,29.2,7.06,NA,NA,NA,NA,NA
"28482","Bulgaria",1909,171,43.59,5.6,NA,NA,NA,NA,NA
"28483","Burkina Faso",1909,NA,29.2,6.1,NA,NA,NA,NA,NA
"28484","Burundi",1909,NA,31.5,6.81,NA,NA,NA,NA,NA
"28485","Cambodia",1909,NA,35,6.95,NA,NA,NA,NA,NA
"28486","Cameroon",1909,NA,28.75,5.54,NA,NA,NA,NA,NA
"28487","Canada",1909,139,51.74,4.04,NA,NA,NA,NA,NA
"28488","Cape Verde",1909,NA,33.8,6.6,NA,NA,NA,NA,NA
"28489","Cayman Islands",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28490","Central African Republic",1909,NA,30,6.51,NA,NA,NA,NA,NA
"28491","Chad",1909,NA,30.9,6.06,NA,NA,NA,NA,NA
"28492","Channel Islands",1909,NA,NA,3.15,NA,NA,NA,NA,NA
"28493","Chile",1909,315,31.06,6.14,NA,NA,NA,NA,NA
"28494","China",1909,NA,32,5.5,NA,NA,NA,NA,NA
"28495","Christmas Island",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28496","Cocos Island",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28497","Colombia",1909,NA,32,6.34,NA,NA,NA,NA,NA
"28498","Comoros",1909,NA,32.1,6.01,NA,NA,NA,NA,NA
"28499","Congo, Dem. Rep.",1909,NA,31.6,5.99,NA,NA,NA,NA,NA
"28500","Congo, Rep.",1909,NA,32.7,5.67,NA,NA,NA,NA,NA
"28501","Cook Is",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28502","Costa Rica",1909,NA,35.06,7.27,NA,NA,NA,NA,NA
"28503","Cote d'Ivoire",1909,NA,31.16,6.78,NA,NA,NA,NA,NA
"28504","Croatia",1909,NA,36.1,5.1,NA,NA,NA,NA,NA
"28505","Cuba",1909,NA,35.01,5.81,NA,NA,NA,NA,NA
"28506","Cyprus",1909,NA,45.99,4.23,NA,NA,NA,NA,NA
"28507","Czech Republic",1909,NA,43.91,4.11,NA,NA,NA,NA,NA
"28508","Czechoslovakia",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28509","Denmark",1909,99,57.44,3.78,NA,NA,NA,NA,NA
"28510","Djibouti",1909,NA,29.9,6.3,NA,NA,NA,NA,NA
"28511","Dominica",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28512","Dominican Republic",1909,NA,29.9,6.16,NA,NA,NA,NA,NA
"28513","East Germany",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28514","Ecuador",1909,NA,32.9,6.89,NA,NA,NA,NA,NA
"28515","Egypt",1909,NA,33,6.02,NA,NA,NA,NA,NA
"28516","El Salvador",1909,NA,28.7,5.89,NA,NA,NA,NA,NA
"28517","Equatorial Guinea",1909,NA,29.8,5.51,NA,NA,NA,NA,NA
"28518","Eritrea",1909,NA,30.2,6.96,NA,NA,NA,NA,NA
"28519","Eritrea and Ethiopia",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28520","Estonia",1909,NA,46.65,3.47,NA,NA,NA,NA,NA
"28521","Ethiopia",1909,NA,29.7,7.17,NA,NA,NA,NA,NA
"28522","Faeroe Islands",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28523","Falkland Is (Malvinas)",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28524","Fiji",1909,NA,26.1,5.95,NA,NA,NA,NA,NA
"28525","Finland",1909,111,48.67,4.72,NA,NA,415.8,NA,NA
"28526","France",1909,117,50.01,2.56,NA,NA,NA,NA,NA
"28527","French Guiana",1909,NA,30.5,6.27,NA,NA,NA,NA,NA
"28528","French Polynesia",1909,NA,25.6,5.97,NA,NA,NA,NA,NA
"28529","Gabon",1909,NA,30.6,6.5,NA,NA,NA,NA,NA
"28530","Gambia",1909,NA,28.8,6.51,NA,NA,NA,NA,NA
"28531","Georgia",1909,NA,36.02,7.11,NA,NA,NA,NA,NA
"28532","Germany",1909,170,47.82,4.18,NA,NA,NA,NA,NA
"28533","Ghana",1909,NA,28,6.43,NA,NA,NA,NA,NA
"28534","Gibraltar",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28535","Greece",1909,NA,41.73,4.35,NA,NA,NA,NA,NA
"28536","Greenland",1909,NA,35.31,4.8,NA,NA,NA,NA,NA
"28537","Grenada",1909,NA,37.3,5.81,NA,NA,NA,NA,NA
"28538","Guadeloupe",1909,NA,27.66,5.62,NA,NA,NA,NA,NA
"28539","Guam",1909,NA,27.5,6.37,NA,NA,NA,NA,NA
"28540","Guatemala",1909,NA,25.82,6.23,NA,NA,NA,NA,NA
"28541","Guernsey",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28542","Guinea",1909,NA,30.63,6.11,NA,NA,NA,NA,NA
"28543","Guinea-Bissau",1909,NA,32,7.25,NA,NA,NA,NA,NA
"28544","Guyana",1909,209,31.12,5.33,NA,NA,NA,NA,NA
"28545","Haiti",1909,NA,29,6.31,NA,NA,NA,NA,NA
"28546","Holy See",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28547","Honduras",1909,NA,33.9,6.29,NA,NA,NA,NA,NA
"28548","Hong Kong, China",1909,NA,34.9,5.47,NA,NA,NA,NA,NA
"28549","Hungary",1909,214,39.52,4.73,NA,NA,NA,NA,NA
"28550","Iceland",1909,NA,52.36,3.85,NA,NA,NA,NA,NA
"28551","India",1909,NA,23.21,5.71,NA,NA,NA,NA,NA
"28552","Indonesia",1909,NA,30,6.2,NA,NA,NA,NA,NA
"28553","Iran",1909,NA,25.6,7.08,NA,NA,NA,NA,NA
"28554","Iraq",1909,NA,31.2,7.13,NA,NA,NA,NA,NA
"28555","Ireland",1909,92,52.92,3.14,NA,NA,546,NA,NA
"28556","Isle of Man",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28557","Israel",1909,NA,32,4.59,NA,NA,NA,NA,NA
"28558","Italy",1909,157,44.67,4.43,NA,NA,NA,NA,NA
"28559","Jamaica",1909,175,37.3,5.18,NA,NA,NA,NA,NA
"28560","Japan",1909,NA,39.82,5.16,NA,NA,NA,NA,NA
"28561","Jersey",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28562","Jordan",1909,NA,31.7,6.97,NA,NA,NA,NA,NA
"28563","Kazakhstan",1909,NA,30.35,6.36,NA,NA,NA,NA,NA
"28564","Kenya",1909,NA,25.5,6.91,NA,NA,NA,NA,NA
"28565","Kiribati",1909,NA,24.9,5.67,NA,NA,NA,NA,NA
"28566","North Korea",1909,NA,23.8,6.12,NA,NA,NA,NA,NA
"28567","South Korea",1909,NA,23.8,5.96,NA,NA,NA,NA,NA
"28568","United Korea (former)
",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28569","Kosovo",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28570","Kuwait",1909,NA,26,6.87,NA,NA,NA,NA,NA
"28571","Kyrgyz Republic",1909,NA,28.09,6.58,NA,NA,NA,NA,NA
"28572","Lao",1909,NA,31.9,6.13,NA,NA,NA,NA,NA
"28573","Latvia",1909,NA,49.01,3.31,NA,NA,NA,NA,NA
"28574","Lebanon",1909,NA,29.7,5.74,NA,NA,NA,NA,NA
"28575","Lesotho",1909,NA,32.8,5.84,NA,NA,NA,NA,NA
"28576","Liberia",1909,NA,31.1,6.19,NA,NA,NA,NA,NA
"28577","Libya",1909,NA,33.1,7.2,NA,NA,NA,NA,NA
"28578","Liechtenstein",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28579","Lithuania",1909,NA,44.87,4.5,NA,NA,NA,NA,NA
"28580","Luxembourg",1909,NA,47.79,3.95,NA,NA,NA,NA,NA
"28581","Macao, China",1909,NA,34.7,5.51,NA,NA,NA,NA,NA
"28582","Macedonia, FYR",1909,NA,36.1,5.18,NA,NA,NA,NA,NA
"28583","Madagascar",1909,NA,30.5,6.89,NA,NA,NA,NA,NA
"28584","Malawi",1909,NA,30.3,6.78,NA,NA,NA,NA,NA
"28585","Malaysia",1909,NA,30.6,5.45,NA,NA,NA,NA,NA
"28586","Maldives",1909,NA,32.65,5.98,NA,NA,NA,NA,NA
"28587","Mali",1909,NA,26.41,6.23,NA,NA,NA,NA,NA
"28588","Malta",1909,NA,46.19,4.97,NA,NA,NA,NA,NA
"28589","Marshall Islands",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28590","Martinique",1909,NA,30.15,5.71,NA,NA,NA,NA,NA
"28591","Mauritania",1909,NA,32,6.34,NA,NA,NA,NA,NA
"28592","Mauritius",1909,165,26.13,4.68,NA,NA,NA,NA,NA
"28593","Mayotte",1909,NA,32.5,7.07,NA,NA,NA,NA,NA
"28594","Mexico",1909,NA,29.21,6.01,NA,NA,NA,NA,NA
"28595","Micronesia, Fed. Sts.",1909,NA,26.7,6.02,NA,NA,NA,NA,NA
"28596","Moldova",1909,NA,33.15,6.05,NA,NA,NA,NA,NA
"28597","Monaco",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28598","Mongolia",1909,NA,31.8,5.94,NA,NA,NA,NA,NA
"28599","Montenegro",1909,NA,35.4,5.2,NA,NA,NA,NA,NA
"28600","Montserrat",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28601","Morocco",1909,NA,33.1,6.5,NA,NA,NA,NA,NA
"28602","Mozambique",1909,NA,30.28,6.63,NA,NA,NA,NA,NA
"28603","Myanmar",1909,NA,30.8,6.03,NA,NA,NA,NA,NA
"28604","Namibia",1909,NA,32.4,5.96,NA,NA,NA,NA,NA
"28605","Nauru",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28606","Nepal",1909,NA,32.8,6.15,NA,NA,NA,NA,NA
"28607","Netherlands",1909,99,54.96,4.04,NA,NA,220,NA,NA
"28608","Netherlands Antilles",1909,NA,34.41,5.8,NA,NA,NA,NA,NA
"28609","New Caledonia",1909,NA,26,6.41,NA,NA,NA,NA,NA
"28610","New Zealand",1909,62,51.46,3.66,NA,NA,NA,NA,NA
"28611","Ngorno-Karabakh",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28612","Nicaragua",1909,NA,25.4,6.16,NA,NA,NA,NA,NA
"28613","Niger",1909,NA,30.8,6.83,NA,NA,NA,NA,NA
"28614","Nigeria",1909,NA,30.4,6.55,NA,NA,NA,NA,NA
"28615","Niue",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28616","Norfolk Island",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28617","Northern Cyprus",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28618","Northern Mariana Islands",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28619","Norway",1909,70,57.47,3.96,NA,NA,NA,NA,NA
"28620","Oman",1909,NA,32.3,6.88,NA,NA,NA,NA,NA
"28621","Pakistan",1909,NA,22.13,6.59,NA,NA,NA,NA,NA
"28622","Palau",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28623","Panama",1909,NA,32.9,5.48,NA,NA,NA,NA,NA
"28624","Papua New Guinea",1909,NA,31.5,6.23,NA,NA,NA,NA,NA
"28625","Paraguay",1909,NA,35.5,6.49,NA,NA,NA,NA,NA
"28626","Peru",1909,NA,35.7,6.73,NA,NA,NA,NA,NA
"28627","Philippines",1909,74,30.9,5.17,NA,NA,NA,NA,NA
"28628","Pitcairn",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28629","Poland",1909,NA,43.15,4.96,NA,NA,NA,NA,NA
"28630","Portugal",1909,NA,35.6,3.89,NA,NA,NA,NA,NA
"28631","Puerto Rico",1909,NA,37.05,4.57,NA,NA,NA,NA,NA
"28632","Qatar",1909,NA,30.8,6.97,NA,NA,NA,NA,NA
"28633","Reunion",1909,NA,33,6.51,NA,NA,NA,NA,NA
"28634","Romania",1909,NA,35.7,5.51,NA,NA,NA,NA,NA
"28635","Russia",1909,248,32.36,7.12,NA,NA,NA,NA,NA
"28636","Rwanda",1909,NA,31.8,7.07,NA,NA,NA,NA,NA
"28637","St. Barthélemy",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28638","St. Helena",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28639","St. Kitts and Nevis",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28640","St. Lucia",1909,NA,28.01,5.53,NA,NA,NA,NA,NA
"28641","St. Martin",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28642","St. Vincent and the Grenadines",1909,NA,25.99,6.54,NA,NA,NA,NA,NA
"28643","St.-Pierre-et-Miquelon",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28644","Samoa",1909,NA,25.4,6.98,NA,NA,NA,NA,NA
"28645","San Marino",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28646","Sao Tome and Principe",1909,NA,31,6.23,NA,NA,NA,NA,NA
"28647","Saudi Arabia",1909,NA,32.1,6.86,NA,NA,NA,NA,NA
"28648","Senegal",1909,NA,25.2,5.7,NA,NA,NA,NA,NA
"28649","Serbia",1909,181,35.5,5.18,NA,NA,NA,NA,NA
"28650","Serbia and Montenegro",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28651","Serbia excluding Kosovo",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28652","Seychelles",1909,NA,47.23,5.16,NA,NA,NA,NA,NA
"28653","Sierra Leone",1909,NA,25.1,5.72,NA,NA,NA,NA,NA
"28654","Singapore",1909,NA,34,5.38,NA,NA,NA,NA,NA
"28655","Slovak Republic",1909,NA,40.6,4.78,NA,NA,NA,NA,NA
"28656","Slovenia",1909,NA,36.6,4.43,NA,NA,NA,NA,NA
"28657","Solomon Islands",1909,NA,25.1,6.42,NA,NA,NA,NA,NA
"28658","Somalia",1909,NA,29.4,6.87,NA,NA,NA,NA,NA
"28659","Somaliland",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28660","South Africa",1909,NA,33.5,6.47,NA,NA,NA,NA,NA
"28661","South Ossetia",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28662","Spain",1909,154,41.06,4.48,NA,NA,NA,NA,NA
"28663","Sri Lanka",1909,NA,29.94,5.7,NA,NA,1377.5,NA,NA
"28664","Sudan",1909,NA,31.4,6.64,NA,NA,NA,NA,NA
"28665","Suriname",1909,NA,32.9,6.58,NA,NA,NA,NA,NA
"28666","Svalbard",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28667","Swaziland",1909,NA,32.3,6.71,NA,NA,NA,NA,NA
"28668","Sweden",1909,72,58.42,3.69,NA,NA,250.2,NA,NA
"28669","Switzerland",1909,115,51.61,3.42,NA,NA,NA,NA,NA
"28670","Syria",1909,NA,31.1,6.85,NA,NA,NA,NA,NA
"28671","Taiwan",1909,NA,31.8,5.83,NA,NA,NA,NA,NA
"28672","Tajikistan",1909,NA,28.39,5.87,NA,NA,NA,NA,NA
"28673","Tanzania",1909,NA,32.2,6.74,NA,NA,NA,NA,NA
"28674","Thailand",1909,NA,30.4,6.35,NA,NA,NA,NA,NA
"28675","Timor-Leste",1909,NA,28.95,6.52,NA,NA,NA,NA,NA
"28676","Togo",1909,NA,31.3,6.34,NA,NA,NA,NA,NA
"28677","Tokelau",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28678","Tonga",1909,NA,28.2,6.51,NA,NA,NA,NA,NA
"28679","Transnistria",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28680","Trinidad and Tobago",1909,NA,38.8,4.45,NA,NA,NA,NA,NA
"28681","Tunisia",1909,NA,28.8,6.4,NA,NA,NA,NA,NA
"28682","Turkey",1909,NA,35,6.87,NA,NA,NA,NA,NA
"28683","Turkmenistan",1909,NA,26.61,6.22,NA,NA,NA,NA,NA
"28684","Turks and Caicos Islands",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28685","Tuvalu",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28686","Uganda",1909,NA,25.3,6.89,NA,NA,NA,NA,NA
"28687","Ukraine",1909,NA,40.18,6.1,NA,NA,NA,NA,NA
"28688","United Arab Emirates",1909,NA,30.7,6.94,NA,NA,NA,NA,NA
"28689","United Kingdom",1909,NA,52.52,3.07,NA,NA,391,NA,NA
"28690","United States",1909,NA,52.8,3.58,NA,NA,700,NA,NA
"28691","Uruguay",1909,NA,32.9,4.41,NA,NA,NA,NA,NA
"28692","USSR",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28693","Uzbekistan",1909,NA,31.08,5.71,NA,NA,NA,NA,NA
"28694","Wallis et Futuna",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28695","Vanuatu",1909,NA,24.3,6.6,NA,NA,NA,NA,NA
"28696","Venezuela",1909,NA,32.2,5.89,NA,NA,NA,NA,NA
"28697","West Bank and Gaza",1909,NA,32.1,6.97,NA,NA,NA,NA,NA
"28698","West Germany",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28699","Western Sahara",1909,NA,34.75,6.32,NA,NA,NA,NA,NA
"28700","Vietnam",1909,NA,32,4.32,NA,NA,NA,NA,NA
"28701","Virgin Islands (U.S.)",1909,NA,33.4,5.55,NA,NA,NA,NA,NA
"28702","North Yemen (former)",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28703","South Yemen (former)",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28704","Yemen",1909,NA,23.39,6.88,NA,NA,NA,NA,NA
"28705","Yugoslavia",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28706","Zambia",1909,NA,32.6,6.71,NA,NA,NA,NA,NA
"28707","Zimbabwe",1909,NA,33.7,6.75,NA,NA,NA,NA,NA
"28708","Åland",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28709","Åland",1909,NA,NA,NA,NA,NA,NA,NA,NA
"28710","South Sudan",1909,NA,26.67,NA,NA,NA,NA,NA,NA
"28711","Abkhazia",1910,NA,NA,NA,NA,NA,NA,NA,NA
"28712","Afghanistan",1910,NA,27.08,7,5351413,NA,NA,NA,NA
"28713","Akrotiri and Dhekelia",1910,NA,NA,NA,NA,NA,NA,NA,NA
"28714","Albania",1910,NA,35.4,4.6,901122,NA,NA,NA,NA
"28715","Algeria",1910,NA,30.79,6.99,5404045,NA,NA,NA,NA
"28716","American Samoa",1910,NA,NA,NA,7047,NA,NA,NA,NA
"28717","Andorra",1910,NA,NA,NA,4671,NA,NA,NA,NA
"28718","Angola",1910,NA,26.98,7.01,3136718,NA,NA,NA,NA
"28719","Anguilla",1910,NA,NA,NA,3818,NA,NA,NA,NA
"28720","Antigua and Barbuda",1910,NA,33.54,4.59,32119,NA,NA,NA,NA
"28721","Argentina",1910,NA,43.5,5.41,6852668,NA,NA,NA,NA
"28722","Armenia",1910,NA,38.4,7.95,936124,NA,NA,NA,NA
"28723","Aruba",1910,NA,34.42,5.64,30881,NA,NA,NA,NA
"28724","Australia",1910,75,55.22,3.35,4408209,NA,505.1,NA,NA
"28725","Austria",1910,189,44.48,3.69,6608155,NA,NA,NA,NA
"28726","Azerbaijan",1910,NA,33.57,7.65,1998690,NA,NA,NA,NA
"28727","Bahamas",1910,NA,35.18,5.9,55829,NA,NA,NA,NA
"28728","Bahrain",1910,NA,30.3,6.98,80495,NA,NA,NA,NA
"28729","Bangladesh",1910,NA,22.18,6.7,30936532,NA,NA,NA,NA
"28730","Barbados",1910,268,32.12,5.01,174352,NA,NA,NA,NA
"28731","Belarus",1910,NA,42.31,5.67,5390481,NA,NA,NA,NA
"28732","Belgium",1910,135,51.37,3.31,7492872,NA,543.7,NA,NA
"28733","Belize",1910,NA,26.5,6.65,39793,NA,NA,NA,NA
"28734","Benin",1910,NA,31,5.65,1532133,NA,NA,NA,NA
"28735","Bermuda",1910,NA,NA,NA,18910,NA,NA,NA,NA
"28736","Bhutan",1910,NA,28.8,6.67,143766,NA,NA,NA,NA
"28737","Bolivia",1910,NA,33,6.48,1993676,NA,NA,NA,NA
"28738","Bosnia and Herzegovina",1910,NA,35.1,5.2,1866966,NA,NA,NA,NA
"28739","Botswana",1910,NA,33.6,6.5,126674,NA,NA,NA,NA
"28740","Brazil",1910,NA,31.98,5.9,22414074,NA,NA,NA,NA
"28741","British Virgin Islands",1910,NA,NA,NA,5543,NA,NA,NA,NA
"28742","Brunei",1910,NA,29.2,7.06,21180,NA,NA,NA,NA
"28743","Bulgaria",1910,159,43.66,5.55,4531387,NA,NA,NA,NA
"28744","Burkina Faso",1910,NA,29.2,6.1,3201227,NA,NA,NA,NA
"28745","Burundi",1910,NA,31.5,6.81,1699545,NA,NA,NA,NA
"28746","Cambodia",1910,NA,35,6.95,3051759,NA,NA,NA,NA
"28747","Cameroon",1910,NA,28.75,5.54,2432509,NA,NA,NA,NA
"28748","Canada",1910,174,52.12,4.05,7181200,NA,NA,NA,NA
"28749","Cape Verde",1910,NA,33.8,6.6,124067,NA,NA,NA,NA
"28750","Cayman Islands",1910,NA,NA,NA,5534,NA,NA,NA,NA
"28751","Central African Republic",1910,NA,30,6.51,741742,NA,NA,NA,NA
"28752","Chad",1910,NA,30.9,6.06,1479229,NA,NA,NA,NA
"28753","Channel Islands",1910,NA,NA,3.1,78818,NA,NA,NA,NA
"28754","Chile",1910,267,31.34,6.15,3347597,NA,NA,NA,NA
"28755","China",1910,NA,32,5.5,417830774,NA,NA,NA,NA
"28756","Christmas Island",1910,NA,NA,NA,NA,NA,NA,NA,NA
"28757","Cocos Island",1910,NA,NA,NA,NA,NA,NA,NA,NA
"28758","Colombia",1910,NA,32,6.34,5019920,NA,NA,NA,NA
"28759","Comoros",1910,NA,32.1,6.01,113579,NA,NA,NA,NA
"28760","Congo, Dem. Rep.",1910,NA,31.6,5.99,9315190,NA,NA,NA,NA
"28761","Congo, Rep.",1910,NA,32.7,5.67,601896,NA,NA,NA,NA
"28762","Cook Is",1910,NA,NA,NA,8637,NA,NA,NA,NA
"28763","Costa Rica",1910,NA,35.1,7.29,359202,NA,NA,NA,NA
"28764","Cote d'Ivoire",1910,NA,31.16,6.78,1991150,NA,NA,NA,NA
"28765","Croatia",1910,NA,36.1,5.06,2710758,NA,NA,NA,NA
"28766","Cuba",1910,NA,35.22,5.81,2268558,NA,NA,NA,NA
"28767","Cyprus",1910,NA,46.23,4.3,270836,NA,NA,NA,NA
"28768","Czech Republic",1910,NA,44.31,4.03,7675752,NA,NA,NA,NA
"28769","Czechoslovakia",1910,NA,NA,NA,NA,NA,NA,NA,NA
"28770","Denmark",1910,101,58.09,3.67,2880479,NA,NA,NA,NA
"28771","Djibouti",1910,NA,29.9,6.3,45389,NA,NA,NA,NA
"28772","Dominica",1910,NA,NA,NA,33458,NA,NA,NA,NA
"28773","Dominican Republic",1910,NA,29.9,6.16,704604,NA,NA,NA,NA
"28774","East Germany",1910,NA,NA,NA,NA,NA,NA,NA,NA
"28775","Ecuador",1910,NA,32.9,6.88,1682404,NA,NA,NA,NA
"28776","Egypt",1910,NA,33,6.02,11359618,NA,NA,NA,NA
"28777","El Salvador",1910,NA,28.7,5.93,947617,NA,NA,NA,NA
"28778","Equatorial Guinea",1910,NA,29.8,5.51,108802,NA,NA,NA,NA
"28779","Eritrea",1910,NA,30.2,6.96,672417,NA,NA,NA,NA
"28780","Eritrea and Ethiopia",1910,NA,NA,NA,NA,NA,NA,NA,NA
"28781","Estonia",1910,NA,47.04,3.43,762326,NA,NA,NA,NA
"28782","Ethiopia",1910,NA,29.7,7.17,10317724,NA,NA,NA,NA
"28783","Faeroe Islands",1910,NA,NA,NA,24388,NA,NA,NA,NA
"28784","Falkland Is (Malvinas)",1910,NA,NA,NA,657,NA,NA,NA,NA
"28785","Fiji",1910,NA,26.1,5.89,137826,NA,NA,NA,NA
"28786","Finland",1910,118,48.53,4.6,2930441,NA,372.1,NA,NA
"28787","France",1910,111,51.37,2.57,41294572,NA,NA,NA,NA
"28788","French Guiana",1910,NA,30.5,6.27,18924,NA,NA,NA,NA
"28789","French Polynesia",1910,NA,25.6,5.97,31912,NA,NA,NA,NA
"28790","Gabon",1910,NA,30.6,6.5,339240,NA,NA,NA,NA
"28791","Gambia",1910,NA,28.8,6.51,201692,NA,NA,NA,NA
"28792","Georgia",1910,NA,36.27,7.03,2439935,NA,NA,NA,NA
"28793","Germany",1910,162,48.41,4.01,64064129,NA,NA,NA,NA
"28794","Ghana",1910,NA,28,6.43,2007947,NA,NA,NA,NA
"28795","Gibraltar",1910,NA,NA,NA,16365,NA,NA,NA,NA
"28796","Greece",1910,NA,42,4.22,5241874,NA,NA,NA,NA
"28797","Greenland",1910,NA,34.96,4.81,17501,NA,NA,NA,NA
"28798","Grenada",1910,NA,37.3,5.81,66816,NA,NA,NA,NA
"28799","Guadeloupe",1910,NA,27.66,5.62,156142,NA,NA,NA,NA
"28800","Guam",1910,NA,27.5,6.37,12275,NA,NA,NA,NA
"28801","Guatemala",1910,NA,25.82,6.31,1552284,NA,NA,NA,NA
"28802","Guernsey",1910,NA,NA,NA,NA,NA,NA,NA,NA
"28803","Guinea",1910,NA,30.64,6.11,2170846,NA,NA,NA,NA
"28804","Guinea-Bissau",1910,NA,32,7.25,407622,NA,NA,NA,NA
"28805","Guyana",1910,235,31.12,5.21,305477,NA,NA,NA,NA
"28806","Haiti",1910,NA,29,6.31,1827086,NA,NA,NA,NA
"28807","Holy See",1910,NA,NA,NA,910,NA,NA,NA,NA
"28808","Honduras",1910,NA,33.9,6.29,626739,NA,NA,NA,NA
"28809","Hong Kong, China",1910,NA,34.9,5.47,441726,NA,NA,NA,NA
"28810","Hungary",1910,195,39.76,4.67,7638063,NA,NA,NA,NA
"28811","Iceland",1910,NA,52.67,3.69,109714,NA,NA,NA,NA
"28812","India",1910,NA,23.18,5.71,253761202,NA,NA,NA,NA
"28813","Indonesia",1910,NA,30,6.17,42771824,NA,NA,NA,NA
"28814","Iran",1910,NA,25.6,7.08,10600670,NA,NA,NA,NA
"28815","Iraq",1910,NA,31.2,7.13,2513104,NA,NA,NA,NA
"28816","Ireland",1910,95,53.36,3.12,3093322,NA,531,NA,NA
"28817","Isle of Man",1910,NA,NA,NA,42574,NA,NA,NA,NA
"28818","Israel",1910,NA,32,4.58,413270,NA,NA,NA,NA
"28819","Italy",1910,140,46.75,4.39,36529017,NA,NA,NA,NA
"28820","Jamaica",1910,178,36.7,5.16,807550,NA,NA,NA,NA
"28821","Japan",1910,NA,39.97,5.01,49314848,NA,NA,NA,NA
"28822","Jersey",1910,NA,NA,NA,NA,NA,NA,NA,NA
"28823","Jordan",1910,NA,31.7,6.97,330157,NA,NA,NA,NA
"28824","Kazakhstan",1910,NA,30.6,6.35,4635760,NA,NA,NA,NA
"28825","Kenya",1910,NA,25.5,6.91,2640315,NA,NA,NA,NA
"28826","Kiribati",1910,NA,24.9,5.67,28645,NA,NA,NA,NA
"28827","North Korea",1910,NA,24.1,6.12,5293486,NA,NA,NA,NA
"28828","South Korea",1910,NA,24.1,5.96,10193929,NA,NA,NA,NA
